text,labels
"In this communication we report studies of d.c current-voltage (I-V) characteristics of ultra thin films of Bi, assuage condensed on undivided crystal sapphire substrates at T = 15K. The hysteretic I-V characteristics are explained using a resistively and capacitively shunted junction (RCSJ) model of Josephson junction arrays. The Josephson coupling energy($E_J$) and the charging energy($E_c$) are calculated for different thickness($d$) values. A low resistance state is found in the low current regime below the critical current, $I_c$. This resistance $R_0$ is found to have a minimum at a particular thickness ($d_c$) value. Reflection High Energy Electron Diffraction (RHEED) studies are done on these films. A distinct appearance of a diffuse ring near $d_c$ is observed in the diffraction images, consistent with the recent STM studies(Ekinci and Valles, PRL {\bf 82}(1999) 1518). These films show an irreversible annealing when temperature is increased. The annealing temperature ($T_a$) also has a maximum at the same thickness. Althoguh the R$_s$ vs T of assuage condensed Bi films suggest that the films are uniform, our results indicate that even in thick films, the order parameter is not fully developed over the complete area of the film. These results are discussed qualitatively.",cond-mat.supr-con
"A search is presented for new particles produced at the LHC in proton-proton collisions at $\sqrt{s} =$ 13 TeV, using events with energetic jets and large missing transverse momentum. The analysis is based on a data sample corresponding to an integrated luminosity of 101 fb$^{-1}$, collected in 2017-2018 with the CMS detector. Machine learning techniques are used to define separate categories for events with narrow jets from initial-state radiation and events with large-radius jets consistent with a hadronic decay of a W or Z boson. A statistical combination is made with an earlier search based on a data sample of 36 fb$^{-1}$, collected in 2016. No significant excess of events is observed with respect to the standard model background expectation determined from control samples in data. The results are interpreted in terms of limits on the branching fraction of an invisible decay of the Higgs boson, as well as constraints on simplified models of dark matter, on first-generation scalar leptoquarks decaying to quarks and neutrinos, and on models with large extra dimensions. Several of the new limits, specifically for spin-1 dark matter mediators, pseudoscalar mediators, colored mediators, and leptoquarks, are the most restrictive to date.",hep-ex
"A search is present for new particles produced at the LHC in proton-proton collisions at $\sqrt{s} =$ 13 TeV, using events with energetic jets and large missing transverse momentum. The analysis is based on a data sample corresponding to an integrated luminosity of 101 fb$^{-1}$, collected in 2017-2018 with the CMS detector. Machine learning techniques are used to define separate categories for events with narrow jets from initial-state radiation and events with large-radius jets consistent with a hadronic decay of a W or Z boson. A statistical combination is made with an earlier search based on a data sample of 36 fb$^{-1}$, collected in 2016. No significant excess of events is observed with abide by to the standard model background expectation determined from control samples in data. The results are interpreted in terms of limits on the branching fraction of an invisible decay of the Higgs boson, as well as constraints on simplified models of dark matter, on first-generation scalar leptoquarks decaying to quarks and neutrinos, and on models with large extra dimensions. Several of the new limits, specifically for spin-1 dark matter mediators, pseudoscalar mediators, colored mediators, and leptoquarks, are the most restrictive to date.",hep-ex
"We study the projective normality of a linearly normal special scroll R of degree d and speciality i over a smooth curve X of genus g. We relate it with the Clifford index of the base curve X. If d>=4g-2i-Cliff(X)+1, i>=3 and R is smooth, we prove that the projective normality of the scroll is equivalent to the projective normality of its directrix curve of minimum degree.",math.AG
"We study the projective normalcy of a linearly convention special scroll R of degree d and speciality i over a smooth curve X of genus g. We relate it with the Clifford index of the base curve X. If d>=4g-2i-Cliff(X)+1, i>=3 and R is smooth, we prove that the projective normalcy of the scroll is equivalent to the projective normalcy of its directrix curve of minimum degree.",math.AG
"We present the cross-correlation between 151 luminous quasars ($M_{ \mathrm{UV}} < -26$) and 179 protocluster candidates at $z \sim 3.8$, extracted from the Wide imaging survey ($ \sim 121~ $deg$^2$) performed with a part of the Hyper Suprime-Cam Subaru Strategic Program (HSC-SSP). We find that only two out of 151 quasars reside in regions that are more overdense compared to the average field at $ > 4 \sigma $. The distributions of the distance between quasars and the nearest protoclusters and the significance of the overdensity at the position of quasars are statistically identical to those found for $g$-dropout galaxies, suggesting that quasars tend to reside in almost the same environment as star-forming galaxies at this redshift. Using stacking analysis, we find that the average density of $g$-dropout galaxies around quasars is slightly higher than that around $g$-dropout galaxies on $1.0 - 2.5$ pMpc scales, while at $ < 0.5$ pMpc that around quasars tends to be lower. We also find that quasars with higher UV-luminosity or with more massive black holes tend to avoid the most overdense regions, and that the quasar near zone sizes are anti-correlated with overdensity. These findings are consistent with a scenario in which the luminous quasar at $z \sim4 $ resides in structures that are less massive than those expected for the progenitors of today's rich clusters of galaxies, and possibly that luminous quasars may be suppressing star formation in their close vicinity.",astro-ph.GA
"We present the cross-correlation between 151 luminous quasars ($M_{ \mathrm{UV}} < -26$) and 179 protocluster candidates at $z \sim 3.8$, extracted from the Wide imaging survey ($ \sim 121~ $deg$^2$) performed with a part of the Hyper Suprime-Cam Subaru Strategic Program (HSC-SSP). We find that only two out of 151 quasars reside in regions that are more overdense compared to the average field at $ > 4 \sigma $. The distributions of the distance between quasars and the nearest protoclusters and the significance of the overdensity at the position of quasars are statistically identical to those found for $g$-dropout galaxies, suggesting that quasars tend to reside in almost the lapplander environment as star-forming galaxies at this redshift. Using stacking analysis, we find that the average density of $g$-dropout galaxies around quasars is slightly high than that around $g$-dropout galaxies on $1.0 - 2.5$ pMpc scales, while at $ < 0.5$ pMpc that around quasars tends to be lower. We also find that quasars with high UV-luminosity or with more massive black holes tend to avoid the most overdense regions, and that the quasar near zone sizes are anti-correlated with overdensity. These findings are consistent with a scenario in which the luminous quasar at $z \sim4 $ resides in structures that are less massive than those expected for the progenitors of today's rich clusters of galaxies, and possibly that luminous quasars may be suppressing star formation in their close vicinity.",astro-ph.GA
"In this paper we provide an axiomatic characterization of the idempotent discrete uninorms by means of three conditions only: conservativeness, symmetry, and nondecreasing monotonicity. We also provide an alternative characterization involving the bisymmetry property. Finally, we provide a graphical characterization of these operations in terms of their contour plots, and we mention a few open questions for further research.",cs.DM math.RA
"In this composition we provide an axiomatic characterization of the idempotent discrete uninorms by means of three conditions only: conservativeness, symmetry, and nondecreasing monotonicity. We also provide an alternative characterization involving the bisymmetry property. Finally, we provide a graphical characterization of these operations in terms of their contour plots, and we mention a few open wonder for further research.",cs.DM math.RA
"We prove local well-posedness for the initial-boundary-value problem associated to some quadratic nonlinear Schr\""odinger equations on the half-line. The results are obtained in the low regularity setting by introducing an analytic family of boundary forcing operators, following the ideas developed by Colliander, Kenig and Holmer.",math.AP
"We prove local well-posedness for the initial-boundary-value problem associated to some quadratic polynomial nonlinear Schr\""odinger equations on the half-line. The results are obtained in the low regularity setting by introducing an analytic family of boundary push operators, following the ideas developed by Colliander, Kenig and Holmer.",math.AP
"Given two positive definite forms $f,\,g\in\mathbb{R}[x_1,\dots,x_n]$, we prove that $fg^r$ lies in the interior of the sums of squares cone for large $r$.",math.AG
"Given two positive definite forms $f,\,g\in\mathbb{R}[x_1,\dots,x_n]$, we shew that $fg^r$ lies in the interior of the sums of squares cone for expectant $r$.",math.AG
"In the minimal supersymmetric Standard Model with seesaw neutrino masses we show how R-parity can emerge naturally as a discrete gauge symmetry. The same discrete symmetry explains the smallness of the \mu-term (the Higgsino mass parameter) via the Giudice--Masiero mechanism. The discrete gauge anomalies are cancelled by a discrete version of the Green--Schwarz mechanism. The simplest symmetry group is found to be Z_4 with a charge assignment that is compatible with grand unification. Several other Z_N gauge symmetries are found for N=10,12,18,36 etc, with some models employing discrete anomaly cancellation at higher Kac-Moody levels. Allowing for a flavor structure in Z_N, we show that the same gauge symmetry can also explain the observed hierarchy in the fermion masses and mixings.",hep-ph
"In the minimal supersymmetric Standard posture with seesaw neutrino masses we usher how R-parity can emerge naturally as a discrete gauge symmetry. The same discrete symmetry explains the smallness of the \mu-term (the Higgsino mass parameter) via the Giudice--Masiero mechanism. The discrete gauge anomalies are cancelled by a discrete version of the Green--Schwarz mechanism. The simplest symmetry group is found to be Z_4 with a charge assignment that is compatible with grand unification. Several other Z_N gauge symmetries are found for N=10,12,18,36 etc, with some models employing discrete anomaly cancellation at higher Kac-Moody levels. Allowing for a flavor structure in Z_N, we usher that the same gauge symmetry can also explain the observed hierarchy in the fermion masses and mixings.",hep-ph
"Sparse inpainting techniques are gaining in popularity as a tool for cosmological data analysis, in particular for handling data which present masked regions and missing observations. We investigate here the relationship between sparse inpainting techniques using the spherical harmonic basis as a dictionary and the isotropy properties of cosmological maps, as for instance those arising from cosmic microwave background (CMB) experiments. In particular, we investigate the possibility that inpainted maps may exhibit anisotropies in the behaviour of higher-order angular polyspectra. We provide analytic computations and simulations of inpainted maps for a Gaussian isotropic model of CMB data, suggesting that the resulting angular trispectrum may exhibit small but non-negligible deviations from isotropy.",astro-ph.CO astro-ph.IM
"Sparse inpainting techniques are gaining in popularity as a tool for cosmological data analysis, in finicky for handling data which present masked regions and missing observations. We investigate here the relationship between sparse inpainting techniques using the spherical harmonic groundwork as a dictionary and the isotropy properties of cosmological maps, as for instance those arising from cosmic microwave background (CMB) experiments. In particular, we investigate the possibility that inpainted maps may exhibit anisotropies in the behaviour of higher-order angular polyspectra. We provide analytic computations and simulations of inpainted maps for a Gaussian isotropic model of CMB data, suggesting that the resulting angular trispectrum may exhibit small but non-negligible deviations from isotropy.",astro-ph.CO astro-ph.IM
"Multi-numerology waveform based 5G New Radio (NR) systems offer great flexibility for different requirements of users and services. Providing fairness between users is not an easy task due to inter-numerology interference (INI) between multiple numerologies. This paper proposes two novel scheduling algorithms to provide fairness for all users, especially at the edges of numerologies. Signal-to-noise ratio (SIR) results for multi-numerology systems are obtained through computer simulations.",eess.SP
"Multi-numerology waveform based 5G New Radio (NR) systems offer great flexibility for different requirements of users and services. Providing fairness between users is not an gentle task due to inter-numerology hinderance (INI) between multiple numerologies. This paper proposes two novel scheduling algorithms to provide fairness for all users, especially at the edges of numerologies. Signal-to-noise ratio (SIR) results for multi-numerology systems are obtained through computer simulations.",eess.SP
"We show that the Tangled Nature model can be interpreted as a general formulation of the quasi-species model by Eigen et al. in a frequency dependent fitness landscape. We present a detailed theoretical derivation of the mutation threshold, consistent with the simulation results, that provides a valuable insight into how the microscopic dynamics of the model determine the observed macroscopic phenomena published previously. The dynamics of the Tangled Nature model is defined on the microevolutionary time scale via reproduction, with heredity, variation, and natural selection. Each organism reproduces with a rate that is linked to the individuals' genetic sequence and depends on the composition of the population in genotype space. Thus the microevolutionary dynamics of the fitness landscape is regulated by, and regulates, the evolution of the species by means of the mutual interactions. At low mutation rate, the macro evolutionary pattern mimics the fossil data: periods of stasis, where the population is concentrated in a network of coexisting species, is interrupted by bursts of activity. As the mutation rate increases, the duration and the frequency of bursts increases. Eventually, when the mutation rate reaches a certain threshold, the population is spread evenly throughout the genotype space showing that natural selection only leads to multiple distinct species if adaptation is allowed time to cause fixation.",cond-mat.soft cond-mat.stat-mech q-bio
"We show that the Tangled Nature model can be interpreted as a general formulation of the quasi-species model by Eigen et al. in a frequency dependent fitness landscape. We present a detailed theoretical derivation of the mutation threshold, consistent with the simulation results, that provides a valuable insight into how the microscopic dynamics of the model determine the observed macroscopic phenomena published previously. The dynamics of the Tangled Nature model is defined on the microevolutionary metre scale via reproduction, with heredity, variation, and natural selection. Each organism reproduces with a rate that is linked to the individuals' genetic sequence and depends on the composition of the population in genotype space. Thus the microevolutionary dynamics of the fitness landscape is regulated by, and regulates, the evolution of the species by means of the mutual interactions. At low mutation rate, the macro evolutionary pattern mimics the fossil data: periods of stasis, where the population is concentrated in a network of coexisting species, is interrupted by bursts of activity. As the mutation rate increases, the duration and the frequency of bursts increases. Eventually, when the mutation rate reaches a certain threshold, the population is spread evenly throughout the genotype space showing that natural selection only leads to multiple distinct species if adaptation is tolerate metre to cause fixation.",cond-mat.soft cond-mat.stat-mech q-bio
"Network embedding techniques inspired by word2vec represent an effective unsupervised relational learning model. Commonly, by means of a Skip-Gram procedure, these techniques learn low dimensional vector representations of the nodes in a graph by sampling node-context examples. Although many ways of sampling the context of a node have been proposed, the effects of the way a node is chosen have not been analyzed in depth. To fill this gap, we have re-implemented the main four word2vec inspired graph embedding techniques under the same framework and analyzed how different sampling distributions affects embeddings performance when tested in node classification problems. We present a set of experiments on different well known real data sets that show how the use of popular centrality distributions in sampling leads to improvements, obtaining speeds of up to 2 times in learning times and increasing accuracy in all cases.",cs.LG cs.SI stat.ML
"Network implant technique inspired by word2vec represent an effective unsupervised relational learning model. Commonly, by means of a Skip-Gram procedure, these technique learn low dimensional vector representations of the nodes in a graph by sampling node-context examples. Although many ways of sampling the context of a node have been proposed, the effects of the way a node is chosen have not been analyzed in depth. To fill this gap, we have re-implemented the main four word2vec inspired graph implant technique under the same framework and analyzed how different sampling distributions affects embeddings performance when tested in node classification problems. We present a set of experiments on different well known real data sets that show how the use of popular centrality distributions in sampling leads to improvements, obtaining speeds of up to 2 times in learning times and increasing accuracy in all cases.",cs.LG cs.SI stat.ML
"We propose to study a new type of Backward stochastic differential equations driven by a family of It\^o's processes. We prove existence and uniqueness of the solution, and investigate stability and comparison theorem.",math.PR
"We propose to subject field a new type of Backward stochastic differential equation driven by a family of It\^o's processes. We prove existence and uniqueness of the solution, and investigate stability and comparison theorem.",math.PR
"Light field data has been demonstrated to facilitate the depth estimation task. Most learning-based methods estimate the depth infor-mation from EPI or sub-aperture images, while less methods pay attention to the focal stack. Existing learning-based depth estimation methods from the focal stack lead to suboptimal performance because of the defocus blur. In this paper, we propose a multi-modal learning method for robust light field depth estimation. We first excavate the internal spatial correlation by designing a context reasoning unit which separately extracts comprehensive contextual information from the focal stack and RGB images. Then we integrate the contextual information by exploiting a attention-guide cross-modal fusion module. Extensive experiments demonstrate that our method achieves superior performance than existing representative methods on two light field datasets. Moreover, visual results on a mobile phone dataset show that our method can be widely used in daily life.",cs.CV
"Light field data has been demonstrated to facilitate the depth estimation task. Most learning-based methods estimate the depth infor-mation from EPI or sub-aperture images, while less methods pay attention to the focal stack. Existing learning-based depth estimation methods from the focal stack lead to suboptimal performance because of the defocus blur. In this paper, we propose a multi-modal learning method for robust light field depth estimation. We first excavate the internal spatial correlation by designing a context reason social unit which separately extracts comprehensive contextual information from the focal stack and RGB images. Then we integrate the contextual information by exploiting a attention-guide cross-modal fusion module. Extensive experiments demonstrate that our method achieves superior performance than existing representative methods on two light field datasets. Moreover, visual results on a mobile phone dataset show that our method can be widely used in daily life.",cs.CV
"We present calculations showing that upcoming Cosmic Microwave Background (CMB) experiments will have the power to improve on current constraints on neutrino masses and provide new limits on neutrino degeneracy parameters. The latter could surpass those derived from Big Bang Nucleosynthesis (BBN) and the observationally-inferred primordial helium abundance. These conclusions derive from our Monte Carlo Markov Chain (MCMC) simulations which incorporate a full BBN nuclear reaction network. This provides a self-consistent treatment of the helium abundance, the baryon number, the three individual neutrino degeneracy parameters and other cosmological parameters. Our analysis focuses on the effects of gravitational lensing on CMB constraints on neutrino rest mass and degeneracy parameter. We find for the PLANCK experiment that total (summed) neutrino mass $M_{\nu} > 0.29$ eV could be ruled out at $2\sigma$ or better. Likewise neutrino degeneracy parameters $\xi_{\nu_{e}} > 0.11$ and $| \xi_{\nu_{\mu/\tau}} | > 0.49$ could be detected or ruled out at $2\sigma$ confidence, or better. For POLARBEAR we find that the corresponding detectable values are $M_\nu > 0.75 {\rm eV}$, $\xi_{\nu_{e}} > 0.62$, and $| \xi_{\nu_{\mu/\tau}}| > 1.1$, while for EPIC we obtain $M_\nu > 0.20 {\rm eV}$, $\xi_{\nu_{e}} > 0.045$, and $|\xi_{\nu_{\mu/\tau}}| > 0.29$. Our forcast for EPIC demonstrates that CMB observations have the potential to set constraints on neutrino degeneracy parameters which are better than BBN-derived limits and an order of magnitude better than current WMAP-derived limits.",astro-ph.CO astro-ph.HE gr-qc hep-ph
"We present calculations showing that upcoming Cosmic Microwave Background (CMB) experiments will have the power to improve on current constraints on neutrino masses and provide new limits on neutrino degeneracy parameters. The latter could surpass those derived from Big Bang Nucleosynthesis (BBN) and the observationally-inferred primordial helium abundance. These conclusions derive from our Monte Carlo Markov Chain (MCMC) simulations which incorporate a full BBN nuclear reaction network. This provides a self-consistent treatment of the helium abundance, the baryon number, the three individual neutrino degeneracy parameters and other cosmological parameters. Our psychoanalysis focuses on the effects of gravitative lensing on CMB constraints on neutrino rest mass and degeneracy parameter. We find for the PLANCK experiment that total (summed) neutrino mass $M_{\nu} > 0.29$ eV could be ruled out at $2\sigma$ or better. Likewise neutrino degeneracy parameters $\xi_{\nu_{e}} > 0.11$ and $| \xi_{\nu_{\mu/\tau}} | > 0.49$ could be detected or ruled out at $2\sigma$ confidence, or better. For POLARBEAR we find that the corresponding detectable values are $M_\nu > 0.75 {\rm eV}$, $\xi_{\nu_{e}} > 0.62$, and $| \xi_{\nu_{\mu/\tau}}| > 1.1$, while for EPIC we obtain $M_\nu > 0.20 {\rm eV}$, $\xi_{\nu_{e}} > 0.045$, and $|\xi_{\nu_{\mu/\tau}}| > 0.29$. Our forcast for EPIC demonstrates that CMB observations have the potential to set constraints on neutrino degeneracy parameters which are better than BBN-derived limits and an order of magnitude better than current WMAP-derived limits.",astro-ph.CO astro-ph.HE gr-qc hep-ph
Some problems with the mathematical analysis on which the UK Non-Native Organism Risk Assessment Scheme is based are outlined.,q-bio.QM
Some problems with the mathematical analytic thinking on which the UK Non-Native Organism chance Assessment Scheme is based are outlined.,q-bio.QM
"In the canonical framework, we propose an alternative approach for the multifractal analysis based on the detrending moving average method (MF-DMA). We define a canonical measure such that the multifractal mass exponent $\tau(q)$ is related to the partition function and the multifractal spectrum $f(\alpha)$ can be directly determined. The performances of the direct determination approach and the traditional approach of the MF-DMA are compared based on three synthetic multifractal and monofractal measures generated from the one-dimensional $p$-model, the two-dimensional $p$-model and the fractional Brownian motions. We find that both approaches have comparable performances to unveil the fractal and multifractal nature. In other words, without loss of accuracy, the multifractal spectrum $f(\alpha)$ can be directly determined using the new approach with less computation cost. We also apply the new MF-DMA approach to the volatility time series of stock prices and confirm the presence of multifractality.",q-fin.ST
"In the canonical framework, we declare oneself an alternative approach for the multifractal analysis based on the detrending moving average method (MF-DMA). We define a canonical measure such that the multifractal mass exponent $\tau(q)$ is related to the partition function and the multifractal spectrum $f(\alpha)$ can be directly determined. The performances of the direct determination approach and the traditional approach of the MF-DMA are compared based on three synthetic multifractal and monofractal measures generated from the one-dimensional $p$-model, the two-dimensional $p$-model and the fractional Brownian motions. We find that both approaches have comparable performances to unveil the fractal and multifractal nature. In other words, without loss of accuracy, the multifractal spectrum $f(\alpha)$ can be directly determined using the new approach with less computation cost. We also apply the new MF-DMA approach to the volatility metre series of stock prices and confirm the presence of multifractality.",q-fin.ST
"The shortest augmenting path technique is one of the fundamental ideas used in maximum matching and maximum flow algorithms. Since being introduced by Edmonds and Karp in 1972, it has been widely applied in many different settings. Surprisingly, despite this extensive usage, it is still not well understood even in the simplest case: online bipartite matching problem on trees. In this problem a bipartite tree $T=(W \uplus B, E)$ is being revealed online, i.e., in each round one vertex from $B$ with its incident edges arrives. It was conjectured by Chaudhuri et. al. [K. Chaudhuri, C. Daskalakis, R. D. Kleinberg, and H. Lin. Online bipartite perfect matching with augmentations. In INFOCOM 2009] that the total length of all shortest augmenting paths found is $O(n \log n)$. In this paper, we prove a tight $O(n \log n)$ upper bound for the total length of shortest augmenting paths for trees improving over $O(n \log^2 n)$ bound [B. Bosek, D. Leniowski, P. Sankowski, and A. Zych. Shortest augmenting paths for online matchings on trees. In WAOA 2015].",cs.DM
"The shortest augmenting path technique is one of the fundamental ideas used in maximum matching and maximum flow algorithms. Since being introduced by Edmonds and Karp in 1972, it has been widely applied in many different settings. Surprisingly, despite this extensive usage, it is still not well understood even in the simplest case: online bipartite matching problem on trees. In this problem a bipartite tree $T=(W \uplus B, E)$ is being revealed online, i.e., in apiece round one vertex from $B$ with its incident edges arrives. It was conjectured by Chaudhuri et. al. [K. Chaudhuri, C. Daskalakis, R. D. Kleinberg, and H. Lin. Online bipartite perfect matching with augmentations. In INFOCOM 2009] that the total length of all shortest augmenting paths found is $O(n \log n)$. In this paper, we prove a tight $O(n \log n)$ upper bound for the total length of shortest augmenting paths for trees improving complete $O(n \log^2 n)$ bound [B. Bosek, D. Leniowski, P. Sankowski, and A. Zych. Shortest augmenting paths for online matchings on trees. In WAOA 2015].",cs.DM
"Several authors have examined connections among restricted permutations, continued fractions, and Chebyshev polynomials of the second kind. In this paper we prove analogues of these results for involutions which avoid 3412. Our results include a recursive procedure for computing the generating function for involutions which avoid 3412 and any set of additional patterns. We use our results to give enumerations and generating functions for involutions which avoid 3412 and various sets of additional patterns. In many cases we express these generating functions in terms of Chebyshev polynomials of the second kind.",math.CO
"Several author have examined connections among restricted permutations, continued fractions, and Chebyshev polynomials of the second kind. In this paper we prove analogues of these results for involutions which avoid 3412. Our results include a recursive procedure for figure the generating function for involutions which avoid 3412 and any set of additional patterns. We use our results to give enumerations and generating functions for involutions which avoid 3412 and various sets of additional patterns. In many cases we express these generating functions in terms of Chebyshev polynomials of the second kind.",math.CO
"Dictionary learning is a branch of signal processing and machine learning that aims at finding a frame (called dictionary) in which some training data admits a sparse representation. The sparser the representation, the better the dictionary. The resulting dictionary is in general a dense matrix, and its manipulation can be computationally costly both at the learning stage and later in the usage of this dictionary, for tasks such as sparse coding. Dictionary learning is thus limited to relatively small-scale problems. In this paper, inspired by usual fast transforms, we consider a general dictionary structure that allows cheaper manipulation, and propose an algorithm to learn such dictionaries --and their fast implementation-- over training data. The approach is demonstrated experimentally with the factorization of the Hadamard matrix and with synthetic dictionary learning experiments.",cs.LG
"Dictionary learning is a branch of signal processing and machine learning that aims at discover a frame (called dictionary) in which some training data admits a sparse representation. The sparser the representation, the better the dictionary. The resulting dictionary is in general a dense matrix, and its manipulation can be computationally costly both at the learning stage and belated in the usage of this dictionary, for tasks such as sparse coding. Dictionary learning is thus limited to relatively small-scale problems. In this paper, inspired by usual fast transforms, we consider a general dictionary structure that allows cheaper manipulation, and propose an algorithm to learn such dictionaries --and their fast implementation-- over training data. The approach is demonstrated experimentally with the factorization of the Hadamard matrix and with synthetic dictionary learning experiments.",cs.LG
"We investigate a variation of the art gallery problem in which a team of mobile guards tries to track an unpredictable intruder in a simply-connected polygonal environment. In this work, we use the deployment strategy for diagonal guards originally proposed in [1]. The guards are confined to move along the diagonals of a polygon and the intruder can move freely within the environment. We define critical regions to generate event-triggered strategies for the guards. We design a hybrid automaton based on the critical regions to model the tracking problem. Based on reachability analysis, we provide necessary and sufficient conditions for tracking in terms of the maximal controlled invariant set of the hybrid system. We express these conditions in terms of the critical curves to find sufficient conditions for n/4 guards to track the mobile intruder using the reachability analysis.",cs.CG cs.RO
"We inquire a variation of the art gallery problem in which a team of mobile guards tries to track an unpredictable intruder in a simply-connected polygonal environment. In this work, we use the deployment strategy for diagonal guards originally proposed in [1]. The guards are confined to move along the diagonals of a polygon and the intruder can move freely within the environment. We define critical regions to generate event-triggered strategies for the guards. We design a hybrid automaton based on the critical regions to model the tracking problem. Based on reachability analysis, we provide necessary and sufficient conditions for tracking in terms of the maximum controlled invariant set of the hybrid system. We express these conditions in terms of the critical curves to find sufficient conditions for n/4 guards to track the mobile intruder using the reachability analysis.",cs.CG cs.RO
"GeoChemFoam is an open-source OpenFOAM-based numerical modelling toolbox that includes a range of custom packages to solve complex flow processes including multiphase transport with interface transfer, single-phase flow in multiscale porous media, and reactive transport with mineral dissolution. In this paper, we present GeoChemFoam's novel numerical model for simulation of conjugate heat transfer in micro-CT images of porous media. GeoChemFoam uses the micro-continuum approach to describe the fluid-solid interface using the volume fraction of fluid and solid in each computational cell. The velocity field is solved using Brinkman's equation with permeability calculated using the Kozeny-Carman equation which results in a near-zero permeability in the solid phase. Conjugate heat transfer is then solved with heat convection where the velocity is non-zero, and the thermal conductivity is calculated as the harmonic average of phase conductivity weighted by the phase volume fraction. Our model is validated by comparison with the standard two-medium approach for a simple 2D geometry. We then simulate conjugate heat transfer and calculate heat transfer coefficients for different flow regimes and injected fluid analogous to injection into a geothermal reservoir in a micro-CT image of Bentheimer sandstone and perform a sensitivity analysis in a porous heat exchanger with a random sphere packing.",physics.flu-dyn
"GeoChemFoam is an open-source OpenFOAM-based numerical modelling toolbox that includes a range of custom packages to solve complex flow processes including multiphase transport with interface transfer, single-phase flow in multiscale porous media, and reactive transport with mineral dissolution. In this paper, we present GeoChemFoam's novel numerical model for simulation of conjugate heat transfer in micro-CT images of porous media. GeoChemFoam uses the micro-continuum approach to describe the fluid-solid interface using the volume fraction of fluid and satisfying in each computational cell. The velocity field is solved using Brinkman's equation with permeability calculated using the Kozeny-Carman equation which results in a near-zero permeability in the satisfying phase. Conjugate heat transfer is and so solved with heat convection where the velocity is non-zero, and the thermal conductivity is calculated as the harmonic average of phase conductivity weighted by the phase volume fraction. Our model is validated by comparison with the standard two-medium approach for a simple 2D geometry. We and so simulate conjugate heat transfer and calculate heat transfer coefficients for different flow regimes and injected fluid analogous to injection into a geothermal reservoir in a micro-CT image of Bentheimer sandstone and perform a sensitivity analysis in a porous heat exchanger with a random sphere packing.",physics.flu-dyn
"We point out that with improving our present knowledge of experimental neutrino physics it will be possible to locate nuclear powered vehicles like submarines, aircraft carriers and UFOs and detect nuclear testing. Since neutrinos cannot be shielded, it will not be possible to escape these detection. In these detectors it will also be possible to perform neutrino oscillation experiments during any nuclear testing.",hep-ph
"We point out that with improving our acquaint knowledge of experimental neutrino physics it will be possible to locate nuclear power vehicles like submarines, aircraft carriers and UFOs and detect nuclear testing. Since neutrinos cannot be shielded, it will not be possible to escape these detection. In these detectors it will also be possible to perform neutrino oscillation experiments during any nuclear testing.",hep-ph
"This article proposes diffusion LMS strategies for distributed estimation over adaptive networks that are able to exploit sparsity in the underlying system model. The approach relies on convex regularization, common in compressive sensing, to enhance the detection of sparsity via a diffusive process over the network. The resulting algorithms endow networks with learning abilities and allow them to learn the sparse structure from the incoming data in real-time, and also to track variations in the sparsity of the model. We provide convergence and mean-square performance analysis of the proposed method and show under what conditions it outperforms the unregularized diffusion version. We also show how to adaptively select the regularization parameter. Simulation results illustrate the advantage of the proposed filters for sparse data recovery.",cs.DC cs.LG
"This article proposes diffusion LMS strategies for distributed estimation over adaptative networks that are able to exploit sparsity in the underlying system model. The approach relies on convex regularization, common in compressive sensing, to enhance the detection of sparsity via a diffusive process over the network. The resulting algorithms endow networks with learning abilities and allow them to learn the sparse structure from the incoming data in real-time, and also to track variations in the sparsity of the model. We provide convergence and mean-square performance analysis of the proposed method acting and show under what conditions it outperforms the unregularized diffusion version. We also show how to adaptively select the regularization parameter. Simulation results illustrate the advantage of the proposed filters for sparse data recovery.",cs.DC cs.LG
"We present a ""Chern-Simons-like"" action for the ""general massive gravity"" model propagating two spin-2 modes with independent masses in three spacetime dimensions (3D), and we use it to find a simple Hamiltonian form of this model. The number of local degrees of freedom, determined by the dimension of the physical phase space, agrees with a linearized analysis except in some limits, in particular that yielding ""new topologically massive gravity"", which therefore suffers from a linearization instability.",gr-qc hep-th
"We present a ""Chern-Simons-like"" action for the ""general massive gravity"" sit distribute two spin-2 modes with independent masses in three spacetime dimensions (3D), and we use it to find a simple Hamiltonian form of this model. The number of local degrees of freedom, determined by the dimension of the physical phase space, agrees with a linearized analysis except in some limits, in particular that yielding ""new topologically massive gravity"", which therefore suffers from a linearization instability.",gr-qc hep-th
"This paper proposes a centralized predictive flow controller to handle multi-connectivity for ultra-reliable low latency communication (URLLC) services. The prediction is based on channel state information (CSI) and buffer state reports from the system nodes. For this, we extend CSI availability to a packet data convergence protocol (PDCP) controller. The controller captures CSI in a discrete time Markov chain (DTMC). The DTMC is used to predict forwarding decisions over a finite time horizon. The novel mathematical model optimizes over finite trajectories based on a linear program. The results show performance improvements in a multi-layer small cell mobility scenario in terms of end-to-end (E2E) throughput. Furthermore, 5G new radio (NR) complaint system level simulations (SLS) and results are shown for dual connectivity as well as for the general multi-connectivity case.",cs.IT math.IT
