id,submitter,authors,title,comments,journal-ref,doi,abstract,report-no,categories,versions
1906.08884,Yuchao Liu,"Yuchao Liu, Ery Arias-Castro",A Multiscale Scan Statistic for Adaptive Submatrix Localization,"The original version was accepted by KDD2019 Research Track. Detail
  of the proof is available at https://escholarship.org/uc/item/9wt627dg",,,"  We consider the problem of localizing a submatrix with larger-than-usual
entry values inside a data matrix, without the prior knowledge of the submatrix
size. We establish an optimization framework based on a multiscale scan
statistic, and develop algorithms in order to approach the optimizer. We also
show that our estimator only requires a signal strength of the same order as
the minimax estimator with oracle knowledge of the submatrix size, to exactly
recover the anomaly with high probability. We perform some simulations that
show that our estimator has superior performance compared to other estimators
which do not require prior submatrix knowledge, while being comparatively
faster to compute.
",,['math.ST stat.CO stat.ME stat.TH'],['v1']
0909.1759,Boon Thau Loo,"William Marczak (University of Pennsylvania), David Zook (LogicBlox),
  Wenchao Zhou (University of Pennsylvania), Molham Aref (LogicBlox), Boon Thau
  Loo (U. Pennsylvania)",Declarative Reconfigurable Trust Management,CIDR 2009,,,"  In recent years, there has been a proliferation of declarative logic-based
trust management languages and systems proposed to ease the description,
configuration, and enforcement of security policies. These systems have
different tradeoffs in expressiveness and complexity, depending on the security
constructs (e.g. authentication, delegation, secrecy, etc.) that are supported,
and the assumed trust level and scale of the execution environment. In this
paper, we present LBTrust, a unified declarative system for reconfigurable
trust management, where various security constructs can be customized and
composed in a declarative fashion. We present an initial proof-of-concept
implementation of LBTrust using LogicBlox, an emerging commercial Datalog-based
platform for enterprise software systems. The LogicBlox language enhances
Datalog in a variety of ways, including constraints and meta-programming, as
well as support for programmer defined constraints which on the meta-model
itself ? meta-constraints ? which act to restrict the set of allowable
programs. LBTrust utilizes LogicBlox?s meta-programming and meta-constraints to
enable customizable cryptographic, partitioning and distribution strategies
based on the execution environment. We present uses cases of LBTrust based on
three trust management systems (Binder, D1LP, and Secure Network Datalog), and
provide a preliminary evaluation of a Binder-based trust management system.
",,['cs.CR cs.DB'],['v1']
1910.09575,Thomas Siegert,Thomas Siegert,Vertical position of the Sun with $\gamma$-rays,"5 pages, 5 figures, accepted by A&A",,10.1051/0004-6361/201936659,"  We illustrate a method for estimating the vertical position of the Sun above
the Galactic plane by $\gamma$-ray observations. Photons of $\gamma$-ray
wavelengths are particularly well suited for geometrical and kinematic studies
of the Milky Way because they are not subject to extinction by interstellar gas
or dust. Here, we use the radioactive decay line of $\mathrm{^{26}Al}$ at
$1.809\,\mathrm{MeV}$ to perform maximum likelihood fits to data from the
spectrometer SPI on board the INTEGRAL satellite as a proof-of-concept study.
Our simple analytic 3D emissivity models are line-of-sight integrated, and
varied as a function of the Sun's vertical position, given a known distance to
the Galactic centre. We find a vertical position of the Sun of $z_0 = 15 \pm
17\,\mathrm{pc}$ above the Galactic plane, consistent with previous studies,
finding $z_0$ in a range between $5$ and $29\,\mathrm{pc}$. Even though the
sensitivity of current MeV instruments is several orders of magnitude below
that of telescopes for other wavelengths, this result reveals once more the
disregarded capability of soft $\gamma$-ray telescopes. We further investigate
possible biases in estimating the vertical extent of $\gamma$-ray emission if
the Sun's position is set incorrectly, and find that the larger the true
extent, the less is it affected by the observer position. In the case of
$\mathrm{^{26}Al}$ with an exponential scale height of $150,\mathrm{pc}$
($700\,\mathrm{pc}$) in the inner (full) Galaxy, this may lead to misestimates
of up to $25\,\%$.
",,['astro-ph.HE astro-ph.GA astro-ph.SR'],"['v1', 'v2']"
1907.13074,Yuping Gao,"Yuping Gao, Songling Shan",Nonempty intersection of longest paths in graphs without forbidden pairs,"13 pages,7 figures",,,"  In 1966, Gallai asked whether all longest paths in a connected graph have a
nonempty intersection. The answer to this question is not true in general and
various counterexamples have been found. However, there is a positive solution
to Gallai's question for many well-known classes of graphs such as split
graphs, series parallel graphs, and $2K_2$-free graphs. Among all the graph
classes that support Gallai's question, almost all of them were shown to be
Hamiltonian under certain conditions. This observation motivates us to
investigate Gallai's question in graphs that are ""close"" to Hamiltonicity
properties. Let $\{R,S\}$ be a pair of connected graphs. In particular, in this
paper, we show that Gallai's question is affirmative for all connected
$\{R,S\}$-free graphs such that every 2-connected $\{R,S\}$-free graph is
Hamiltonian. These pairs $\{R,S\}$ were completely characterized in 1990s.
",,['math.CO'],['v1']
astro-ph/0208374,Dan Welty,"D. E. Welty (1), E. B. Jenkins (2), J. C. Raymond (3), C. Mallouris
  (1), and D. G. York (1) ((1) Univ. of Chicago, (2) Princeton Univ., (3)
  Harvard-Smithsonian CfA)",Intermediate- and High-Velocity Ionized Gas toward zeta Orionis,"50 pages, 9 figures; aastex; accepted by ApJ","Astrophys.J.579:304-326,2002",10.1086/342755,"  We combine UV spectra obtained with the HST/GHRS echelle, IMAPS, and
Copernicus to study the abundances and physical conditions in the predominantly
ionized gas seen at high (-105 to -65 km/s) and intermediate velocities (-60 to
-10 km/s) toward zeta Ori. We have high resolution (FWHM ~ 3.3-4.5 km/s) and/or
high S/N spectra for at least two significant ions of C, N, Al, Si, S, and Fe
-- enabling accurate estimates for both the total N(H II) and the elemental
depletions. C, N, and S have essentially solar relative abundances; Al, Si, and
Fe appear to be depleted by about 0.8, 0.3-0.4, and 0.95 dex, respectively.
While various ion ratios would be consistent with collisional ionization
equilibrium (CIE) for T ~ 25,000-80,000 K, the widths of individual
high-velocity absorption components indicate that T ~ 9000 K -- so the gas is
not in CIE. Analysis of the C II fine-structure excitation equilibrium yields
estimated densities (n_e ~ n_H ~ 0.1-0.2 cm^{-3}), thermal pressures (2 n_H T ~
2000-4000 cm^{-3}K), and thicknesses (0.5-2.7 pc) for the individual clouds. We
compare the abundances and physical properties derived for these clouds with
those found for gas at similar velocities toward 23 Ori and tau CMa, and also
with several models for shocked gas. While the shock models can reproduce some
features of the observed line profiles and some of the observed ion ratios,
there are also significant differences. The measured depletions suggest that
\~10% of the Al, Si, and Fe originally locked in dust in the pre-shock medium
may have been returned to the gas phase, consistent with predictions for the
destruction of silicate dust in a 100 km/s shock. The near-solar gas phase
abundance of carbon, however, seems inconsistent with the predicted longer time
scales for the destruction of graphite grains.
",,['astro-ph'],['v1']
2006.02437,Haitao Li,"Hai Tao Li, Ivan Vitev and Yu Jiao Zhu",Transverse-Energy-Energy Correlations in Deep Inelastic Scattering,"14 pages, 5 figures; Matched published version",,10.1007/JHEP11(2020)051,"  Event shape observables have been widely used for precision QCD studies at
various lepton and hadron colliders. We present the most accurate calculation
of the transverse-energy-energy correlation event shape variable in
deep-inelastic scattering. In the framework of soft-collinear effective theory
the cross section is factorized as the convolution of the hard function, beam
function, jet function and soft function in the back-to-back limit. A close
connection to TMD factorization is established, as the beam function when
combined with part of the soft function is identical to the conventional TMD
parton distribution function, and the jet function is the second moment of the
TMD fragmentation function matching coefficient. We validate our framework by
comparing the obtained LO and NLO leading singular distributions to the full
QCD calculations in the back-to-back limit. We report the resummed
transverse-energy-energy correlation distributions up to N$^3$LL accuracy
matched with the NLO cross section for the production of a lepton and two jets.
Our work provides a new way to precisely study TMD physics at the future
Electron-Ion Collider.
",,['hep-ph hep-ex'],"['v1', 'v2']"
physics/0508045,Hai-Jun Yang,"Hai-Jun Yang, Byron P. Roe, Ji Zhu",Studies of Boosted Decision Trees for MiniBooNE Particle Identification,"28 pages, 22 figures, submitted to Nucl. Inst & Meth. A",Nucl.Instrum.Meth. A555 (2005) 370-385,10.1016/j.nima.2005.09.022,"  Boosted decision trees are applied to particle identification in the
MiniBooNE experiment operated at Fermi National Accelerator Laboratory
(Fermilab) for neutrino oscillations. Numerous attempts are made to tune the
boosted decision trees, to compare performance of various boosting algorithms,
and to select input variables for optimal performance.
",,['physics.data-an'],['v1']
hep-th/9906093,Marcos Alvarez,"Marcos Alvarez, David I. Olive",The Dirac quantisation condition for fluxes on four-manifolds,"17 pages, plain TeX",Commun.Math.Phys. 210 (2000) 13-28,10.1007/s002200050770,"  A systematic treatment is given of the Dirac quantisation condition for
electromagnetic fluxes through two-cycles on a four-manifold space-time which
can be very complicated topologically, provided only that it is connected,
compact, oriented and smooth. This is sufficient for the quantised Maxwell
theory on it to satisfy electromagnetic duality properties. The results depend
upon whether the complex wave function needed for the argument is scalar or
spinorial in nature. An essential step is the derivation of a ""quantum Stokes'
theorem"" for the integral of the gauge potential around a closed loop on the
manifold. This can only be done for an exponentiated version of the line
integral (the ""Wilson loop"") and the result again depends on the nature of the
complex wave functions, through the appearance of what is known as a
Stiefel-Whitney cohomology class in the spinor case. A nice picture emerges
providing a physical interpretation, in terms of quantised fluxes and wave
functions, of mathematical concepts such as spin structures, spin-C structures,
the Stiefel-Whitney class and Wu's formula. Relations appear between these,
electromagnetic duality and the Atiyah-Singer index theorem. Possible
generalisations to higher dimensions of space-time in the presence of branes is
mentioned.
",SWAT/99-233,['hep-th'],['v1']
1207.3803,Sourav Mitra,"Sourav Mitra, Andrea Ferrara, T. Roy Choudhury","The escape fraction of ionizing photons from high redshift galaxies from
  data-constrained reionization models","5 pages, 3 figures. Accepted in MNRAS Letter. Revised to match the
  accepted version",,10.1093/mnrasl/sls001,"  The escape fraction, f_{esc}, of ionizing photons from high-redshift galaxies
is a key parameter to understand cosmic reionization and star formation
history. Yet, in spite of many efforts, it remains largely uncertain. We
propose a novel, semi-empirical approach based on a simultaneous match of the
most recently determined Luminosity Functions (LF) of galaxies in the redshift
range 6 \leq z \leq 10 with reionization models constrained by a large variety
of experimental data. From this procedure we obtain the evolution of the
best-fit values of f_{esc} along with their 2-sigma limits. We find that,
averaged over the galaxy population, (i) the escape fraction increases from
f_{esc} = 0.068_{-0.047}^{+0.054} at z=6 to f_{esc} = 0.179_{-0.132}^{+0.331}
at z=8; (ii) at z=10 we can only put a lower limit of f_{esc} > 0.146. Thus,
although errors are large, there is an indication of a 2.6 times increase of
the average escape fraction from z=6 to z=8 which might partially release the
""starving reionization"" problem.
",,['astro-ph.CO'],"['v1', 'v2']"
1306.6593,Marcin Pilipczuk,"Marcin Pilipczuk, Micha{\l} Pilipczuk, Piotr Sankowski and Erik Jan
  van Leeuwen","Network Sparsification for Steiner Problems on Planar and Bounded-Genus
  Graphs",,,,"  We propose polynomial-time algorithms that sparsify planar and bounded-genus
graphs while preserving optimal or near-optimal solutions to Steiner problems.
Our main contribution is a polynomial-time algorithm that, given an unweighted
graph $G$ embedded on a surface of genus $g$ and a designated face $f$ bounded
by a simple cycle of length $k$, uncovers a set $F \subseteq E(G)$ of size
polynomial in $g$ and $k$ that contains an optimal Steiner tree for any set of
terminals that is a subset of the vertices of $f$.
  We apply this general theorem to prove that: * given an unweighted graph $G$
embedded on a surface of genus $g$ and a terminal set $S \subseteq V(G)$, one
can in polynomial time find a set $F \subseteq E(G)$ that contains an optimal
Steiner tree $T$ for $S$ and that has size polynomial in $g$ and $|E(T)|$; * an
analogous result holds for an optimal Steiner forest for a set $S$ of terminal
pairs; * given an unweighted planar graph $G$ and a terminal set $S \subseteq
V(G)$, one can in polynomial time find a set $F \subseteq E(G)$ that contains
an optimal (edge) multiway cut $C$ separating $S$ and that has size polynomial
in $|C|$.
  In the language of parameterized complexity, these results imply the first
polynomial kernels for Steiner Tree and Steiner Forest on planar and
bounded-genus graphs (parameterized by the size of the tree and forest,
respectively) and for (Edge) Multiway Cut on planar graphs (parameterized by
the size of the cutset). Additionally, we obtain a weighted variant of our main
contribution.
",,['cs.DS'],"['v1', 'v2', 'v3', 'v4']"
1312.2840,Avelino Vicente,"Takashi Toma, Avelino Vicente",Lepton Flavor Violation in the Scotogenic Model,"28 pages, 16 figures. v2: New references and improved discussion of
  the non-degenerate scenario. Version to appear in JHEP",JHEP 01 (2014) 160,10.1007/JHEP01(2014)160,"  We investigate lepton flavor violation in the scotogenic model proposed by Ma
in which neutrinos acquire non-zero masses at the 1-loop level. Although some
works exist in this direction, they have mainly focused on the radiative decay
$\ell_\alpha \to \ell_\beta \gamma$. Motivated by the promising new projects
involving other low-energy processes, we derive complete analytical expressions
for $\ell_\alpha \to 3 \, \ell_\beta$ and $\mu-e$ conversion in nuclei, and
numerically study their impact on the phenomenology. We will show that these
processes can actually have rates larger than the one for $\ell_\alpha \to
\ell_\beta \gamma$, thus providing more stringent constraints and better
experimental perspectives.
","IPPP/13/99, DCPT/13/198",['hep-ph'],"['v1', 'v2']"
1601.02937,Frank Wilczek,Frank Wilczek and Guy Moore,"Superheavy Light Quarks and the Strong P, T Problem","6 pages, 2 figures v.2 : 8 pages, 2 figures. Added author, added
  references, added material, significantly modified conclusion",,,"  New superstrong forces, analogous to QCD but featuring a larger mass scale,
should they exist, would offer new possibilities for addressing the strong P,
T, problem. One can implement the ""massless quark"" solution in a
phenomenologically acceptable way, by using a massless quark that is always
confined within superheavy particles, and is therefore effectively superheavy:
a cryptoquark. Assuming confinement and chiral symmetry breaking from the
superstrong dynamics, we find a new mechanism to generate an axion field
without introducing new fundamental scalar fields.
",,['hep-ph hep-th'],"['v1', 'v2']"
1005.2702,Angela Lepidi,"Alexander D. Dolgov, Angela Lepidi and Gabriella Piccinelli",Ferromagnetic properties of charged vector boson condensate,"Some numerical estimates and discussions are added according to the
  referee's suggestions. This version is accepted for publication in JCAP","JCAP 1008:031,2010",10.1088/1475-7516/2010/08/031,"  Bose-Einstein condensation of W bosons in the early universe is studied. It
is shown that, in the broken phase of the standard electroweak theory,
condensed W bosons form a ferromagnetic state with aligned spins. In this case
the primeval plasma may be spontaneously magnetized inside macroscopically
large domains and form magnetic fields which may be seeds for the observed
today galactic and intergalactic fields. However, in a modified theory, e.g. in
a theory without quartic self interactions of gauge bosons or for a smaller
value of the weak mixing angle, antiferromagnetic condensation is possible. In
the latter case W bosons form scalar condensate with macroscopically large
electric charge density i.e. with a large average value of the bilinear product
of W-vector fields but with microscopically small average value of the field
itself.
",,['astro-ph.CO hep-ph physics.plasm-ph'],"['v1', 'v2']"
1002.0085,Beni Yoshida,"Beni Yoshida, Isaac L. Chuang",Framework for classifying logical operators in stabilizer codes,"20 pages, 9 figures","Phys. Rev. A 81, 052302 (2010)",10.1103/PhysRevA.81.052302,"  Entanglement, as studied in quantum information science, and non-local
quantum correlations, as studied in condensed matter physics, are fundamentally
akin to each other. However, their relationship is often hard to quantify due
to the lack of a general approach to study both on the same footing. In
particular, while entanglement and non-local correlations are properties of
states, both arise from symmetries of global operators that commute with the
system Hamiltonian. Here, we introduce a framework for completely classifying
the local and non-local properties of all such global operators, given the
Hamiltonian and a bi-partitioning of the system. This framework is limited to
descriptions based on stabilizer quantum codes, but may be generalized. We
illustrate the use of this framework to study entanglement and non-local
correlations by analyzing global symmetries in topological order, distribution
of entanglement and entanglement entropy.
",,['quant-ph cond-mat.str-el'],['v1']
2010.02412,Ehsan Arabi,"Ehsan Arabi, Dimitra Panagou, Tansel Yucelen",Adaptive Active-Passive Networked Multiagent Systems,"submitted to American Control Conference, New Orleans, LA, 2021",,,"  Active-passive multiagent systems consist of agents subject to inputs (active
agents) and agents with no inputs (passive agents), where active and passive
agent roles are considered to be interchangeable in order to capture a wide
array of applications. A challenge in the control of active-passive multiagent
systems is the presence of information exchange uncertainties that can yield to
undesirable closed-loop system performance. Motivated by this standpoint, this
paper proposes an adaptive control algorithm for this class of multiagent
systems to suppress the negative effects of information exchange uncertainties.
Specifically, by estimating these uncertainties, the proposed adaptive control
architecture has the ability to recover the active-passive multiagent system
performance in a distributed manner. As a result, the agents converge to a
user-adjustable neighborhood of the average of the applied inputs to the active
agents. The efficacy of the proposed control architecture is also validated
from a human-robot collaboration perspective, where a human is visiting several
task locations, and the multiagent system identifies these locations and moves
toward them as a coverage control problem.
",,['eess.SY cs.SY'],['v1']
1511.01077,Dr. Abuzar Siddiqui,Abuzar Abid Siddiqui,Micropolarity Effects on the Bickley-Plane-Laminar-Jet,,,,"  In this study, it was formulated the boundary-value-problem (BVP), comprising
partial differential equations (PDEs), of steady flow for plane, laminar jet of
a micropolar fluid. A new similarity transformation/solution was derived which
is valid not only for the Newtonian fluids but also for the micropolar fluids.
Obviously, this transformation will be transformed the PDEs into the ordinary
differential equations (ODEs). These ODEs were solved numerically by the finite
difference method. The obtained results were compared with existing results [1,
12] for the Newtonian fluids. The comparison was favourable. As the aciculate
particles in a micropolar fluid can rotate without translation, the
micropolarity effects must have influence on fluid-speed, microrotation,
stresses, couple stresses and discharge. This influence was highlighted in the
present study. If viscosity coupling parameter K1 (being the measure of
micropolarity) increases then microrotation, fluid-flux, stresses and couple
stresses intensify in the vicinity of the jet along y-direction. The
fluid-flux, , for a fixed value of K1 and for the micropolar as well as
Newtonian fluids. In addition, the stress and the couple stress tensors are
non-symmetric.
",,['physics.flu-dyn math-ph math.MP'],['v1']
hep-th/0212176,Katsusada Morita,"Hiromi Kase, Katsusada Morita, Yoshitaka Okumura and Eizou Umezawa",Lorentz-Invariant Non-Commutative Space-Time Based On DFR Algebra,"LaTeX file, 27 pages",Prog.Theor.Phys. 109 (2003) 663-685,10.1143/PTP.109.663,"  It is argued that the familiar algebra of the non-commutative space-time with
$c$-number $\theta^{\mu\nu}$ is inconsistent from a theoretical point of view.
Consistent algebras are obtained by promoting $\theta^{\mu\nu}$ to an
anti-symmetric tensor operator ${\hat\theta}^{\mu\nu}$. The simplest among them
is Doplicher-Fredenhagen-Roberts (DFR) algebra in which the triple commutator
among the coordinate operators is assumed to vanish. This allows us to define
the Lorentz-covariant operator fields on the DFR algebra as operators diagonal
in the 6-dimensional $\theta$-space of the hermitian operators,
${\hat\theta}^{\mu\nu}$. It is shown that we then recover Carlson-Carone-Zobin
(CCZ) formulation of the Lorentz-invariant non-commutative gauge theory with no
need of compactification of the extra 6 dimensions. It is also pointed out that
a general argument concerning the normalizability of the weight function in the
Lorentz metric leads to a division of the $\theta$-space into two disjoint
spaces not connected by any Lorentz transformation so that the CCZ covariant
moment formula holds true in each space, separately. A non-commutative
generalization of Connes' two-sheeted Minkowski space-time is also proposed.
Two simple models of quantum field theory are reformulated on $M_4\times Z_2$
obtained in the commutative limit.
",,['hep-th'],['v1']
0812.2381,Petr Kulish,Petr Kulish and Vladimir Lyakhovsky,String Functions for Affine Lie Algebras Integrable Modules,"This is a contribution to the Special Issue on Kac-Moody Algebras and
  Applications, published in SIGMA (Symmetry, Integrability and Geometry:
  Methods and Applications) at http://www.emis.de/journals/SIGMA/","SIGMA 4 (2008), 085, 18 pages",10.3842/SIGMA.2008.085,"  The recursion relations of branching coefficients $k_{\xi}^{(\mu)}$ for a
module $L_{\frak{g}\downarrow \frak{h}}^{\mu}$ reduced to a Cartan subalgebra
$\frak{h}$ are transformed in order to place the recursion shifts $\gamma \in
\Gamma_{\frak{a}\subset \frak{h}}$ into the fundamental Weyl chamber. The new
ensembles $F\Psi$ (the ""folded fans"") of shifts were constructed and the
corresponding recursion properties for the weights belonging to the fundamental
Weyl chamber were formulated. Being considered simultaneously for the set of
string functions (corresponding to the same congruence class $\Xi_{v}$ of
modules) the system of recursion relations constitute an equation
$\mathbf{M}_{(u)}^{\Xi_{v}} \mathbf{m}_{(u)}^{\mu}= \delta_{(u)}^{\mu}$ where
the operator $\mathbf{M}_{(u)}^{\Xi_{v}}$ is an invertible matrix whose
elements are defined by the coordinates and multiplicities of the shift weights
in the folded fans $F\Psi$ and the components of the vector
$\mathbf{m}_{(u)}^{\mu}$ are the string function coefficients for $L^{\mu}$
enlisted up to an arbitrary fixed grade $u$. The examples are presented where
the string functions for modules of $\frak{g}=A_{2}^{(1)}$ are explicitly
constructed demonstrating that the set of folded fans provides a compact and
effective tool to study the integrable highest weight modules.
",,['math.RT math-ph math.MP'],['v1']
0906.2950,Pavel Fileviez Perez,"Pavel Fileviez Perez, Mark B. Wise",On the Origin of Neutrino Masses,"9 pages, minor corrections and typos corrected","Phys.Rev.D80:053006,2009",10.1103/PhysRevD.80.053006,"  We discuss the simplest mechanisms for generating neutrino masses at tree
level and one loop level. We find a significant number of new possibilities
where one can generate neutrino masses at the one-loop level by adding only two
new types of representations. These models have renormalizable interactions
that automatically conserve baryon number. Adding to the minimal standard model
a scalar color octet with SU(3) X SU(2) X U(1) quantum numbers, (8,2,1/2), and
a fermionic color octet in the fundamental or adjoint representation of SU(2)
one can generate neutrino masses in agreement with the experiment. Signals at
the LHC, and constraints from flavour violation are briefly discussed.
",,['hep-ph hep-ex'],"['v1', 'v2']"
1708.09753,Douglas A. Singleton,Michael Ragsdale and Douglas Singleton,Schwinger effect for non-Abelian gauge bosons,"15 pages revtex, contribution to IF-YITP GR+HEP+Cosmo International
  Symposium VI Naresuan University, Thailand","J.Phys.Conf.Ser. 883 (2017) no.1, 012014",10.1088/1742-6596/883/1/012014,"  We investigate the Schwinger effect for the gauge bosons in an unbroken
non-Abelian gauge theory (e.g. the gluons of QCD). We consider both constant
""color electric"" fields and ""color magnetic"" fields as backgrounds. As in the
Abelian Schwinger effect we find there is production of ""gluons"" for the color
electric field, but no particle production for the color magnetic field case.
Since the non-Abelian gauge bosons are massless there is no exponential
suppression of particle production due to the mass of the electron/positron
that one finds in the Abelian Schwinger effect. Despite the lack of an
exponential suppression of the gluon production rate due to the masslessness of
the gluons, we find that the critical field strength is even larger in the
non-Abelian case as compared to the Abelian case. This is the result of the
confinement phenomenon on QCD.
",,['hep-th hep-ph'],['v1']
0911.4499,Daniel Whitney,Daniel E. Whitney,A Dynamic Model of Cascades on Random Networks with a Threshold Rule,"Rev 1: Added citation to prior work by Gleeson and Cahalane. Revised
  abstract to suit",,10.1103/PhysRevE.82.066110,"  Cascades on random networks are typically analyzed by assuming they map onto
percolation processes and then are solved using generating function
formulations. This approach assumes that the network is infinite and weakly
connected, yet furthermore approximates a dynamic cascading process as a static
percolation event. In this paper we propose a dynamic Markov model formulation
that assumes a finite network with arbitrary average nodal degree. We apply it
to the case where cascades follow a threshold rule, that is, that a node will
change state (""flip"") only if a fraction, exceeding a given threshold, of its
neighbors has changed state previously. The corresponding state transition
matrix, recalculated after each step, records the probability that a node of
degree k has i flipped neighbors after j steps in the cascade's evolution. This
theoretical model reproduces a number of behaviors observed in simulations but
not yet reported in the literature. These include the ability to predict
cascades in a domain previously predicted to forbid cascades without assuming
that the network is locally tree-like, and, due to the dynamic nature of the
model, a ""near death"" behavior in which cascades initially appear about to die
but later explode. Cascades in the ""no cascades"" region require a sufficiently
large seed of initially flipped nodes whose size scales with the size of the
network or else the cascade will die out. Our theory also predicts the well
known properties of cascades, for instance that a single node seed can start a
global cascade in the appropriate regime regardless of the (finite) size of the
network. The theory and simulations developed here are compared with a
foundational paper by Watts which used generating function theory.
",,['physics.soc-ph cond-mat.dis-nn'],"['v1', 'v2']"
cond-mat/0007222,N. Chandrasekhar,"G. Sambandamurthy, K. DasGupta, V.H.S. Moorthy and N. Chandrasekhar","Josephson junction array type I-V characteristics of quench-condensed
  ultra thin films of Bi","6 pages, 6 figures","Solid State Commun, 115, 427-432 (2000)",10.1016/S0038-1098(00)00212-X,"  In this communication we report studies of d.c current-voltage (I-V)
characteristics of ultra thin films of Bi, quench condensed on single crystal
sapphire substrates at T = 15K. The hysteretic I-V characteristics are
explained using a resistively and capacitively shunted junction (RCSJ) model of
Josephson junction arrays. The Josephson coupling energy($E_J$) and the
charging energy($E_c$) are calculated for different thickness($d$) values. A
low resistance state is found in the low current regime below the critical
current, $I_c$. This resistance $R_0$ is found to have a minimum at a
particular thickness ($d_c$) value. Reflection High Energy Electron Diffraction
(RHEED) studies are done on these films. A distinct appearance of a diffuse
ring near $d_c$ is observed in the diffraction images, consistent with the
recent STM studies(Ekinci and Valles, PRL {\bf 82}(1999) 1518). These films
show an irreversible annealing when temperature is increased. The annealing
temperature ($T_a$) also has a maximum at the same thickness. Althoguh the
R$_s$ vs T of quench condensed Bi films suggest that the films are uniform, our
results indicate that even in thick films, the order parameter is not fully
developed over the complete area of the film. These results are discussed
qualitatively.
",,['cond-mat.supr-con'],['v1']
2107.13021,The CMS Collaboration,CMS Collaboration,"Search for new particles in events with energetic jets and large missing
  transverse momentum in proton-proton collisions at $\sqrt{s} = $ 13 TeV","Replaced with the published version. Added the journal reference and
  the DOI. All the figures and tables can be found at
  http://cms-results.web.cern.ch/cms-results/public-results/publications/EXO-20-004
  (CMS Public Pages)",JHEP 11 (2021) 153,10.1007/JHEP11(2021)153,"  A search is presented for new particles produced at the LHC in proton-proton
collisions at $\sqrt{s} =$ 13 TeV, using events with energetic jets and large
missing transverse momentum. The analysis is based on a data sample
corresponding to an integrated luminosity of 101 fb$^{-1}$, collected in
2017-2018 with the CMS detector. Machine learning techniques are used to define
separate categories for events with narrow jets from initial-state radiation
and events with large-radius jets consistent with a hadronic decay of a W or Z
boson. A statistical combination is made with an earlier search based on a data
sample of 36 fb$^{-1}$, collected in 2016. No significant excess of events is
observed with respect to the standard model background expectation determined
from control samples in data. The results are interpreted in terms of limits on
the branching fraction of an invisible decay of the Higgs boson, as well as
constraints on simplified models of dark matter, on first-generation scalar
leptoquarks decaying to quarks and neutrinos, and on models with large extra
dimensions. Several of the new limits, specifically for spin-1 dark matter
mediators, pseudoscalar mediators, colored mediators, and leptoquarks, are the
most restrictive to date.
","CMS-EXO-20-004, CERN-EP-2021-136",['hep-ex'],"['v1', 'v2']"
math/0204091,Manuel Pedreira Perez,"Luis Fuentes Garcia, Manuel Pedreira Perez",Projective normality of special scrolls II,7 pages,,,"  We study the projective normality of a linearly normal special scroll R of
degree d and speciality i over a smooth curve X of genus g. We relate it with
the Clifford index of the base curve X. If d>=4g-2i-Cliff(X)+1, i>=3 and R is
smooth, we prove that the projective normality of the scroll is equivalent to
the projective normality of its directrix curve of minimum degree.
",,['math.AG'],['v1']
